username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
,2017-02-25 09:12,0,0,"Oh no! DM us and we'll take care of it.",,,,"835538017100132353",https://twitter.com/glossier/status/835538017100132353
,2017-02-25 09:12,0,0,"DM us and we can provide you with more information!",,,,"835537890197323776",https://twitter.com/glossier/status/835537890197323776
,2017-02-25 09:11,0,1,"Unfortunately; not. Stay tuned; though!",,,,"835537667949543424",https://twitter.com/glossier/status/835537667949543424
,2017-02-24 15:22,0,0,"Yes",,,,"835268604522348544",https://twitter.com/glossier/status/835268604522348544
,2017-02-24 15:21,0,0,"We accept return/exchange requests 30 days after receiving the order",,,,"835268350615900161",https://twitter.com/glossier/status/835268350615900161
,2017-02-24 15:19,0,1,"Stay tuned",,,,"835268039348269057",https://twitter.com/glossier/status/835268039348269057
,2017-02-24 15:13,40,166,"!!! pic.twitter.com/vtHempL6p3",,,,"835266497983492096",https://twitter.com/glossier/status/835266497983492096
,2017-02-24 07:31,0,0,"never ;)",,,,"835150259508690944",https://twitter.com/glossier/status/835150259508690944
,2017-02-24 07:31,0,0,"Yes!",,,,"835150177392607232",https://twitter.com/glossier/status/835150177392607232
,2017-02-24 07:24,0,0,"Hey Elly–DM us and we'll check to see if it's still possible!",,,,"835148292573003779",https://twitter.com/glossier/status/835148292573003779
,2017-02-23 15:00,43,251,"pic.twitter.com/Hsar2DIbKu",,,,"834900861906259970",https://twitter.com/glossier/status/834900861906259970
,2017-02-23 14:49,0,1,"Hey–so sorry you received the wrong order. DM us your order #and we'll send a replacement first thing tomorrow.",,,#and,"834897974824218624",https://twitter.com/glossier/status/834897974824218624
,2017-02-23 14:28,32,206,"It's 5:28 pm. Have you brushed your brows today?",,,,"834892789301325825",https://twitter.com/glossier/status/834892789301325825
,2017-02-23 12:22,0,4,"SPF is in the works–stay tuned!",,,,"834860939262451714",https://twitter.com/glossier/status/834860939262451714
,2017-02-23 12:19,0,0,"hey! subscribe to our email list for updates",,,,"834860344099139584",https://twitter.com/glossier/status/834860344099139584
,2017-02-23 08:11,0,2,"Not at all–the serums are formulated to work together. I would start by using Glow in the morning and Pure at night.",,,,"834797783051862018",https://twitter.com/glossier/status/834797783051862018
,2017-02-23 08:08,0,0,"go for Super Pure",,,,"834796971323957249",https://twitter.com/glossier/status/834796971323957249
,2017-02-23 08:07,0,0,"Hey Olivia! DM us and we'll take care of you.",,,,"834796757586436098",https://twitter.com/glossier/status/834796757586436098
,2017-02-23 08:03,0,2,"",,,,"834795938321399811",https://twitter.com/glossier/status/834795938321399811
,2017-02-23 08:01,1,0,"Happy Birthday Eliana",,,,"834795313810509824",https://twitter.com/glossier/status/834795313810509824
,2017-02-23 07:59,0,6,"It's possible ;)",,,,"834794798821289984",https://twitter.com/glossier/status/834794798821289984
,2017-02-23 07:55,0,1,"Check out our customer reviews on each product page :)",,,,"834793841907658753",https://twitter.com/glossier/status/834793841907658753
,2017-02-23 07:51,0,1,"It's our dream to bring Glossier worldwide–we'll keep you posted!",,,,"834792924164608000",https://twitter.com/glossier/status/834792924164608000
,2017-02-23 06:30,7,81,"Would you like to win $200 to @glossier ? Of course you would! Who wouldn't? Click here: http:// into.gl/Glossier-200 pic.twitter.com/3uqVLLFgzt",,@glossier,,"834772447471816704",https://twitter.com/glossier/status/834772447471816704
,2017-02-22 15:00,7,101,"Haloscope babies http:// gls.sr/new_haloscope pic.twitter.com/7r0ToDXYBS",,,,"834538389001101313",https://twitter.com/glossier/status/834538389001101313
,2017-02-22 14:29,0,1,"We ask that you please be kind and only share with friends you know; otherwise we'll need to deactivate your unique link.",,,,"834530466178949120",https://twitter.com/glossier/status/834530466178949120
,2017-02-22 14:26,0,0,"Hey Gabi–it was a limited edition item from our Black Tie Set.",,,,"834529875541254144",https://twitter.com/glossier/status/834529875541254144
,2017-02-22 13:58,0,1,"Nope–but today we're offering free shipping on all orders",,,,"834522770490929154",https://twitter.com/glossier/status/834522770490929154
,2017-02-22 13:30,98,275,"You look great today",,,,"834515625926070272",https://twitter.com/glossier/status/834515625926070272
,2017-02-22 11:55,0,1,"Not at the moment–we'll keep you posted!",,,,"834491744788029440",https://twitter.com/glossier/status/834491744788029440
,2017-02-22 10:35,0,0,"Not yet–we'll keep you posted on international shipping :)",,,,"834471787463323648",https://twitter.com/glossier/status/834471787463323648
,2017-02-22 09:28,0,0,"Free shipping on all orders– all day!",,,,"834454767606824960",https://twitter.com/glossier/status/834454767606824960
,2017-02-22 09:06,0,0,"You can definitely recycle the serum bottles (just not the dropper)!",,,,"834449183964807168",https://twitter.com/glossier/status/834449183964807168
,2017-02-22 09:04,0,0,"Please DM us the email–we want to protect your privacy",,,,"834448786407747586",https://twitter.com/glossier/status/834448786407747586
,2017-02-22 09:01,0,0,"No problem! Send us your email address and we'll credit you.",,,,"834448081466880001",https://twitter.com/glossier/status/834448081466880001
,2017-02-22 09:01,0,2,"Maybe a little of both",,,,"834447912780328960",https://twitter.com/glossier/status/834447912780328960
,2017-02-22 08:58,0,0,"It's our dream to bring Glossier to everyone worldwide–we'll keep you posted!",,,,"834447246603214849",https://twitter.com/glossier/status/834447246603214849
,2017-02-22 08:57,0,0,"Hey Ruby! Thanks for your loyalty and support. We're working on international shipping and we'll keep you posted.",,,,"834447030781108226",https://twitter.com/glossier/status/834447030781108226
,2017-02-22 08:55,0,0,"Hey Murshika! We ask that you please be kind and only share with friends you know.",,,,"834446516056162305",https://twitter.com/glossier/status/834446516056162305
,2017-02-22 08:52,0,0,"Sorry that happened! DM us your order number and we'll send a replacement.",,,,"834445895257178112",https://twitter.com/glossier/status/834445895257178112
,2017-02-22 08:52,0,0,"Hey there! We ask that you please be kind and only share with friends you know.",,,,"834445802038771712",https://twitter.com/glossier/status/834445802038771712
,2017-02-22 08:50,0,0,"Hey Meg–DM us if you need help checking out!",,,,"834445383040393216",https://twitter.com/glossier/status/834445383040393216
,2017-02-22 08:00,0,0,"of course–we can't wait to see you.",,,,"834432587410059264",https://twitter.com/glossier/status/834432587410059264
,2017-02-22 07:56,0,1,"Hey Sable! Please DM us your order number and we'll send you a replacement.",,,,"834431759467085828",https://twitter.com/glossier/status/834431759467085828
,2017-02-22 07:55,1,1,"Hey Jules! Ask your friend to apply to rep.program@glossier.com :)",,@glossier,,"834431491224514560",https://twitter.com/glossier/status/834431491224514560
,2017-02-22 07:53,0,0,"Hey there! Sorry you didn't receive a note. Can you please DM us?",,,,"834430871444811776",https://twitter.com/glossier/status/834430871444811776
,2017-02-22 07:48,0,2,"We love the stickers on your laptop",,,,"834429734201221120",https://twitter.com/glossier/status/834429734201221120
,2017-02-22 06:44,12,71,"This could be you. 24 hours only; free shipping sitewide. http:// gls.sr/shop__all pic.twitter.com/QEbAcMH3Kk",,,,"834413512881496065",https://twitter.com/glossier/status/834413512881496065
,2017-02-22 06:40,0,0,"Sorry to see that happened! Can you DM us your order number so we can send a fresh replacement?",,,,"834412520735703040",https://twitter.com/glossier/status/834412520735703040
,2017-02-22 06:39,0,0,"Hey Rosie! DM us your order number and we'll track it down for you.",,,,"834412352921595905",https://twitter.com/glossier/status/834412352921595905
,2017-02-21 13:21,1,1,"We're working on it–stay tuned. Thanks for all your patience :)",,,,"834151017134555138",https://twitter.com/glossier/status/834151017134555138
,2017-02-21 13:16,0,0,"Can you please DM us your email address? We'll look into this for you.",,,,"834149707819675648",https://twitter.com/glossier/status/834149707819675648
,2017-02-21 12:30,119,806,"Would you like to win $200 to Glossier? Enter here: http:// gls.sr/init_to_winit pic.twitter.com/y890kflyLA",,,,"834138202797723653",https://twitter.com/glossier/status/834138202797723653
,2017-02-21 11:38,0,5,"SPF is in the works–stay tuned ;)",,,,"834125259414630402",https://twitter.com/glossier/status/834125259414630402
,2017-02-21 10:08,0,3,"Not yet–we're working on international shipping and we'll keep you posted!",,,,"834102567059779589",https://twitter.com/glossier/status/834102567059779589
,2017-02-21 07:51,0,1,"Hey Grace–subscribe to our email list to stay updated!",,,,"834068137574354944",https://twitter.com/glossier/status/834068137574354944
,2017-02-21 06:35,29,179,"Morning; beautiful. pic.twitter.com/v2WAW7kbI7",,,,"834048844019154945",https://twitter.com/glossier/status/834048844019154945
,2017-02-21 06:26,0,0,"Hey! DM us your email address and we'll make sure you're taken care of this morning.",,,,"834046599902986241",https://twitter.com/glossier/status/834046599902986241
,2017-02-20 15:25,0,1,"",,,,"833819814015672320",https://twitter.com/glossier/status/833819814015672320
,2017-02-20 11:30,0,0,"Hey! Sorry to hear that—DM us your order number and we'll take care of you.",,,,"833760638337970177",https://twitter.com/glossier/status/833760638337970177
,2017-02-20 10:20,0,0,"Sorry that happened! DM us your order number and we'll send a replacement ASAP.",,,,"833743172597608448",https://twitter.com/glossier/status/833743172597608448
,2017-02-20 08:06,0,0,"Digital gift cards can be used online only",,,,"833709298156969986",https://twitter.com/glossier/status/833709298156969986
,2017-02-20 07:02,0,3,"Use Bounce with Pure and Glow; but Pure and Glow together might be too strong for sensitive skin.",,,,"833693200556646400",https://twitter.com/glossier/status/833693200556646400
,2017-02-20 06:57,0,1,"Email rep.program@glossier.com",,@glossier,,"833692006484426753",https://twitter.com/glossier/status/833692006484426753
,2017-02-20 06:55,0,0,"Our showroom is open to everyone. Shop our line-up IRL—check out http:// Glossier.com/showroom for more info",,,,"833691520024924160",https://twitter.com/glossier/status/833691520024924160
,2017-02-19 09:53,0,0,"So sorry to hear that - DM us with your order number so we can follow up ASAP!",,,,"833373910288760833",https://twitter.com/glossier/status/833373910288760833
,2017-02-19 09:51,0,0,"We are open on Presidents' Day from 12-8pm! Hope you stop by.",,,,"833373504447848448",https://twitter.com/glossier/status/833373504447848448
,2017-02-19 07:51,0,0,"Our showroom is open on Monday; from 12-8pm. Hope to see you there :)",,,,"833343304347615233",https://twitter.com/glossier/status/833343304347615233
,2017-02-19 07:49,0,3,"So sorry that happened! DM us with your order numbers and we'll take care of everything. :)",,,,"833342645078474752",https://twitter.com/glossier/status/833342645078474752
,2017-02-19 07:46,0,0,"Please DM us your Glossier account info; and we'll take it from there. :)",,,,"833342093552734212",https://twitter.com/glossier/status/833342093552734212
,2017-02-18 15:15,5,46,"http:// instagram.com/chanel_archives pic.twitter.com/YwdHgj7DHW",,,,"833092524302557185",https://twitter.com/glossier/status/833092524302557185
,2017-02-18 13:50,0,1,"Haloscope in Moonstone was limited edition. We'll keep you updated if anything changes!",,,,"833071225635221505",https://twitter.com/glossier/status/833071225635221505
,2017-02-18 08:15,6,69,""Saturday with The Supers"— http:// instagram.com/laurenemaclean pic.twitter.com/7W8x6agMjW",,,,"832986843171917826",https://twitter.com/glossier/status/832986843171917826
,2017-02-18 08:11,0,0,"DM us your order #and we'll fix this for you ASAP!",,,#and,"832985821112389632",https://twitter.com/glossier/status/832985821112389632
,2017-02-17 16:00,40,133,"Friday pic.twitter.com/3RttjoDIR4",,,,"832741646626217985",https://twitter.com/glossier/status/832741646626217985
,2017-02-17 11:42,0,1,"DM us your email address and order number and we'll look into it.",,,,"832676716262866944",https://twitter.com/glossier/status/832676716262866944
,2017-02-17 08:54,0,0,"Hey Lavanya–DM for more info!",,,,"832634324704956416",https://twitter.com/glossier/status/832634324704956416
,2017-02-17 08:38,0,1,"You look good :)",,,,"832630400132395009",https://twitter.com/glossier/status/832630400132395009
,2017-02-17 07:33,0,0,"Hey Cami! DM us your order number and we'll take care of it.",,,,"832613861052268544",https://twitter.com/glossier/status/832613861052268544
,2017-02-17 07:10,0,0,"Go to http:// usps.com to change delivery options or choose expedited shipping to ensure your packages ship via FedEx.",,,,"832608208711729153",https://twitter.com/glossier/status/832608208711729153
,2017-02-17 06:34,0,1,"Hey Tiffany–subscribe to our Never-Run-Out service ;)",,,,"832599031503269891",https://twitter.com/glossier/status/832599031503269891
,2017-02-16 15:05,7,72,"Boy Brow: transforming brow routines across the nation since October 14; 2015. http:// gls.sr/shop__boy__brow pic.twitter.com/Gi3fqbB2TL",,,,"832365260216606723",https://twitter.com/glossier/status/832365260216606723
,2017-02-16 15:02,0,0,"definitely Super Pure :)",,,,"832364636607479810",https://twitter.com/glossier/status/832364636607479810
,2017-02-16 10:19,0,1,"PM Rich is here for good!",,,,"832293259556827137",https://twitter.com/glossier/status/832293259556827137
,2017-02-16 08:19,0,2,"",,,,"832263249982808064",https://twitter.com/glossier/status/832263249982808064
,2017-02-16 08:15,0,2,"subscribe to our email list to stay updated!",,,,"832262134885146625",https://twitter.com/glossier/status/832262134885146625
,2017-02-16 06:15,1,91,"Hello; good morning pic.twitter.com/j2omMKJbuf",,,,"832231928677937153",https://twitter.com/glossier/status/832231928677937153
,2017-02-15 15:28,0,0,"So sorry that happened. DM us your order number and we'll send one with expedited shipping first thing tomorrow.",,,,"832008711375814657",https://twitter.com/glossier/status/832008711375814657
,2017-02-15 14:41,0,0,"@JazdidWhat Yes–check out http:// Glossier.com/showroom for more hours and details.",,@JazdidWhat,,"831996851628945408",https://twitter.com/glossier/status/831996851628945408
,2017-02-15 14:40,0,0,"Hey Lauren–DM us and we'll take care of it.",,,,"831996626432561152",https://twitter.com/glossier/status/831996626432561152
,2017-02-15 12:17,1,4,"Please reach out to rep.program@glossier.com!",,@glossier,,"831960713539309569",https://twitter.com/glossier/status/831960713539309569
,2017-02-15 11:20,0,0,"We recommend applying Boy Brow on brows only :)",,,,"831946257522425859",https://twitter.com/glossier/status/831946257522425859
,2017-02-15 10:54,8,109,"Anastasia Steele wears Generation G in Jam (!!) @FiftyShades http:// gls.sr/Shop__Gen_G pic.twitter.com/IJWHBGdn4P",,@FiftyShades,,"831939646057807878",https://twitter.com/glossier/status/831939646057807878
,2017-02-15 07:00,0,1,"Hey Danielle! Sorry to hear that–we'll send a replacement right away. DM us your order number.",,,,"831880958307659777",https://twitter.com/glossier/status/831880958307659777
,2017-02-15 06:43,0,1,"Hey James–you look good :)",,,,"831876678758629377",https://twitter.com/glossier/status/831876678758629377
,2017-02-14 14:47,0,0,"Yes ;)",,,,"831636017845268480",https://twitter.com/glossier/status/831636017845268480
,2017-02-14 11:04,1,0,"",,,,"831579766851526660",https://twitter.com/glossier/status/831579766851526660
,2017-02-14 09:19,0,1,"Happy Valentine's Day <3",,,,"831553490153533442",https://twitter.com/glossier/status/831553490153533442
,2017-02-14 09:18,0,0,"Hi Tiffani! Feel free to DM us and we'll take care of you.",,,,"831553286885036032",https://twitter.com/glossier/status/831553286885036032
,2017-02-14 07:11,0,0,"Hey Christina–DM us and we'll look into it.",,,,"831521327651627008",https://twitter.com/glossier/status/831521327651627008
,2017-02-14 07:11,0,1,"Hey Lauren–DM us your order number and we'll take care of you.",,,,"831521134495559680",https://twitter.com/glossier/status/831521134495559680
,2017-02-14 07:09,0,1,"Hey Hannah–go for Dark :)",,,,"831520856606142464",https://twitter.com/glossier/status/831520856606142464
,2017-02-14 07:09,0,0,"Hey Danielle–we're working on it. Stay tuned!",,,,"831520715581038593",https://twitter.com/glossier/status/831520715581038593
,2017-02-14 07:07,0,1,"",,,,"831520315196964865",https://twitter.com/glossier/status/831520315196964865
,2017-02-14 07:00,0,0,"Hey Haley–DM us!",,,,"831518379785781248",https://twitter.com/glossier/status/831518379785781248
,2017-02-14 06:57,0,2,"Your project and presentation look great",,,,"831517838225600512",https://twitter.com/glossier/status/831517838225600512
,2017-02-13 16:00,0,30,"Are you taking your Supers? http:// gls.sr/shop-the-supers pic.twitter.com/cwVyXmqDQ3",,,,"831291958370910208",https://twitter.com/glossier/status/831291958370910208
,2017-02-13 13:06,24,234,"Best dressed pic.twitter.com/mmLTbqtMBV",,,,"831248205497192450",https://twitter.com/glossier/status/831248205497192450
,2017-02-13 12:24,0,7,"She's wearing Generation G in Jam",,,,"831237638896115712",https://twitter.com/glossier/status/831237638896115712
,2017-02-13 11:16,0,0,"We offer free shipping on orders over $30–subscribe to our emails to stay updated!",,,,"831220444963467264",https://twitter.com/glossier/status/831220444963467264
,2017-02-13 10:56,0,0,"Hey Rachel–DM us your Glossier account email.",,,,"831215598331891712",https://twitter.com/glossier/status/831215598331891712
,2017-02-13 08:33,0,1,"We'll pass your note to Mallory. Happy Valentine's Day to you both",,,,"831179508095008770",https://twitter.com/glossier/status/831179508095008770
,2017-02-13 07:08,0,1,"Hey! DM us your order number and we can track down your package to see what happened.",,,,"831158142625017856",https://twitter.com/glossier/status/831158142625017856
,2017-02-13 07:07,0,2,"Hey Kelly! Stay tuned for future product launches",,,,"831157758217043968",https://twitter.com/glossier/status/831157758217043968
,2017-02-13 07:05,0,1,"",,,,"831157388770172928",https://twitter.com/glossier/status/831157388770172928
,2017-02-13 07:04,0,0,"Hey Taylor–we'll keep you posted on international shipping :)",,,,"831157076122546177",https://twitter.com/glossier/status/831157076122546177
,2017-02-13 07:03,0,1,"DM us if you need help choosing a size for you!",,,,"831156836233535489",https://twitter.com/glossier/status/831156836233535489
,2017-02-13 07:03,0,1,"Hey! Glossier Sweatshirts come in sizes ranging from XS to XXL and they're unisex sizing (slightly oversized fit).",,,,"831156758039162880",https://twitter.com/glossier/status/831156758039162880
,2017-02-13 06:59,0,0,"Hey Emma! We're so sorry to see that–please DM us your order number and we'll fix this right away.",,,,"831155863893196802",https://twitter.com/glossier/status/831155863893196802
,2017-02-12 16:35,0,65,"Stay cozy; friends http:// gls.sr/Shop_merch pic.twitter.com/DOH4krXYdW",,,,"830938314387681280",https://twitter.com/glossier/status/830938314387681280
,2017-02-12 08:17,0,1,"We can help find your perfect shade - just DM us with your selfie :)",,,,"830813043487625217",https://twitter.com/glossier/status/830813043487625217
,2017-02-12 08:00,7,76,". @AnnieK wears #BoyBrow in Brown and Balm Dotcom http:// gls.sr/shop__boy__brow pic.twitter.com/pUbUdtRbZr",,@AnnieK,#BoyBrow,"830808902711263232",https://twitter.com/glossier/status/830808902711263232
,2017-02-11 16:15,25,183,""Won't rest until there are more women in pink tracksuits in first class "— @EmilyWWeiss pic.twitter.com/jz8qXHjH65",,@EmilyWWeiss,,"830570934906023938",https://twitter.com/glossier/status/830570934906023938
,2017-02-11 08:01,0,49,"What's your Boy Brow shade? http:// gls.sr/shop__boy__brow pic.twitter.com/CgExZk8Sj7",,,,"830446548228128768",https://twitter.com/glossier/status/830446548228128768
,2017-02-11 07:05,0,0,"DM us and we'll give you the rundown!",,,,"830432519581532160",https://twitter.com/glossier/status/830432519581532160
,2017-02-10 15:07,0,1,"Taking care of it now via your DM! Thanks for letting us know.",,,,"830191574080507904",https://twitter.com/glossier/status/830191574080507904
,2017-02-10 15:07,0,0,"You look great",,,,"830191413715410944",https://twitter.com/glossier/status/830191413715410944
,2017-02-10 15:00,4,62,"Sprouts are the perky little hairs closest to your nose—let them grow! http:// gls.sr/shop__boy__brow pic.twitter.com/ryMYJNE79p",,,,"830189797381722117",https://twitter.com/glossier/status/830189797381722117
,2017-02-10 14:01,0,0,"Hey! So sorry your Boy Brow is missing. We'll send you a replacement right away. Can you please DM us your order number?",,,,"830174891328565249",https://twitter.com/glossier/status/830174891328565249
,2017-02-10 13:40,1,7,"Going somewhere tropical this weekend? #1. We're jealous #2. Here's what to bring https:// intothegloss.com/2017/02/best-b ody-exfoliator-for-dry-skin/ …",,,#1 #2,"830169707764387840",https://twitter.com/glossier/status/830169707764387840
,2017-02-10 13:18,0,0,"Hey Sydney! DM us your order number and we can help.",,,,"830164002345013248",https://twitter.com/glossier/status/830164002345013248
,2017-02-10 12:36,0,2,"Apply through http:// Glossier.com/careers !",,,,"830153365850038272",https://twitter.com/glossier/status/830153365850038272
,2017-02-10 10:19,0,0,"Yes!",,,,"830119000118063104",https://twitter.com/glossier/status/830119000118063104
,2017-02-10 07:56,0,0,"So excited to hear what you think!",,,,"830082938192666624",https://twitter.com/glossier/status/830082938192666624
,2017-02-10 07:53,0,1,"Hey Alexandria! Phillip knows what he's talking about ;)",,,,"830082275446505473",https://twitter.com/glossier/status/830082275446505473
,2017-02-10 07:46,0,1,"Hey Mindy! Super Pure will soothe redness",,,,"830080453533122560",https://twitter.com/glossier/status/830080453533122560
,2017-02-10 07:44,0,0,"We're working hard on making it possible–we'll keep you posted",,,,"830079991438270464",https://twitter.com/glossier/status/830079991438270464
,2017-02-10 07:42,1,3,"You look good",,,,"830079514134855681",https://twitter.com/glossier/status/830079514134855681
,2017-02-10 07:39,0,0,"DM us and we'll track it for you.",,,,"830078866005831680",https://twitter.com/glossier/status/830078866005831680
,2017-02-10 07:38,0,1,"You do look great! Get well soon :)",,,,"830078531333914624",https://twitter.com/glossier/status/830078531333914624
,2017-02-09 13:45,0,0,"The showroom is closed today due to the weather. Check http:// Glossier.com/showroom for hours and more info.",,,,"829808418596732928",https://twitter.com/glossier/status/829808418596732928
,2017-02-09 12:57,0,0,"DM us and we'll look into it!",,,,"829796383188189186",https://twitter.com/glossier/status/829796383188189186
,2017-02-09 11:42,0,2,"",,,,"829777617125523457",https://twitter.com/glossier/status/829777617125523457
,2017-02-09 09:37,28,186,"If you're somewhere cold and snowy; remember to wear all your layers (and by layers; we mean moisturizing skincare)",,,,"829745933449588737",https://twitter.com/glossier/status/829745933449588737
,2017-02-09 09:33,0,0,"Hey Alix! We'd love to see you in our showroom tomorrow. Safe travels & stay warm :)",,,,"829745098615320576",https://twitter.com/glossier/status/829745098615320576
,2017-02-09 07:21,0,0,"Hey there–someone on gTEAM will get back to you shortly today. Thanks for your patience!",,,,"829711925508448257",https://twitter.com/glossier/status/829711925508448257
,2017-02-09 07:16,0,0,"Check out our ITG article for more info: https:// intothegloss.com/2015/08/glossi er-international-shipping/ …",,,,"829710574393098240",https://twitter.com/glossier/status/829710574393098240
,2017-02-09 07:14,0,9,"Wow! You look great <3",,,,"829710010598948864",https://twitter.com/glossier/status/829710010598948864
,2017-02-09 06:30,26,65,". @1PhoebeJTonkin shot by @tomtakesphotoss wearing Stretch Concealer in Medium and #BoyBrow in Brown. Styled by @ilona_hamer pic.twitter.com/YPnsrXtJwq",,@1PhoebeJTonkin @tomtakesphotoss @ilona_hamer,#BoyBrow,"829699071107547137",https://twitter.com/glossier/status/829699071107547137
,2017-02-09 05:51,5,127,"Hi from NYC. The Glossier Showroom will be closed to day due to pic.twitter.com/L3pFogosLy",,,,"829689248337031168",https://twitter.com/glossier/status/829689248337031168
,2017-02-08 14:04,0,1,"Please DM us–we're happy to help you!",,,,"829450826158596103",https://twitter.com/glossier/status/829450826158596103
,2017-02-08 14:02,0,1,"No plans yet; but we'll keep you posted if anything changes.",,,,"829450312196972554",https://twitter.com/glossier/status/829450312196972554
,2017-02-08 13:30,0,41,"Georgie applies Boy Brow in Clear. http:// gls.sr/shop__boy__brow pic.twitter.com/zjxElYIZ8p",,,,"829442345686986752",https://twitter.com/glossier/status/829442345686986752
,2017-02-08 12:57,2,6,"Great shots!",,,,"829434074699792384",https://twitter.com/glossier/status/829434074699792384
,2017-02-08 12:35,25,100,"pic.twitter.com/KXdp4Q2yKA",,,,"829428401089892352",https://twitter.com/glossier/status/829428401089892352
,2017-02-08 11:34,1,39,"It’s no-jacket weather in NYC—come say hi to showroom editor Chloe https://www. glossier.com/showroom pic.twitter.com/JqnT5JynVO",,,,"829413093507792900",https://twitter.com/glossier/status/829413093507792900
,2017-02-08 10:29,0,0,"Can you DM us your order number (GLO #)? We'll take a look and let you know what happened. Thanks!",,,#,"829396720970772480",https://twitter.com/glossier/status/829396720970772480
,2017-02-08 10:27,0,1,"Thanks so much for the support and love!",,,,"829396326018379780",https://twitter.com/glossier/status/829396326018379780
,2017-02-08 07:50,0,2,"Thanks for flagging to us. Hey @grungyyangel ! So sorry that you saw that earlier; must've been an honest mistake––all set now.",,@grungyyangel,,"829356692018171906",https://twitter.com/glossier/status/829356692018171906
,2017-02-08 07:27,0,1,"No plans for now; but we'll keep you posted if anything changes",,,,"829351007754797057",https://twitter.com/glossier/status/829351007754797057
,2017-02-08 07:25,0,0,"You look good",,,,"829350562500055040",https://twitter.com/glossier/status/829350562500055040
,2017-02-08 07:25,0,0,"No new updates yet; but we'll keep you posted",,,,"829350425098932224",https://twitter.com/glossier/status/829350425098932224
,2017-02-08 07:24,0,0,"Hey Lavinia! We're working hard on making it possible–we'll keep you posted.",,,,"829350223151583232",https://twitter.com/glossier/status/829350223151583232
,2017-02-08 07:21,0,0,"Hey Rebecca! We offer two different tones of Haloscope (Quartz & Topaz). Try Topaz if you want something warmer.",,,,"829349525034770432",https://twitter.com/glossier/status/829349525034770432
,2017-02-08 07:19,0,0,"She's not blocked–we love her and all her posts :)",,,,"829348940038414336",https://twitter.com/glossier/status/829348940038414336
,2017-02-08 07:14,0,0,"Hey Gaby! Not yet; but we ship to SF and wanted to spread the word",,,,"829347674218442754",https://twitter.com/glossier/status/829347674218442754
,2017-02-08 07:12,0,1,"SPF is in the works–stay tuned",,,,"829347131660066817",https://twitter.com/glossier/status/829347131660066817
,2017-02-08 07:11,0,0,"You're already pretty–we don't want to change that; but our line-up will make you dewy and make your skin super hydrated ;)",,,,"829347019240128514",https://twitter.com/glossier/status/829347019240128514
,2017-02-08 07:09,0,1,"12 months!",,,,"829346440417775616",https://twitter.com/glossier/status/829346440417775616
,2017-02-08 06:00,17,119,"#wcw @traceeellisross pic.twitter.com/LgCa7qHB7J",,@traceeellisross,#wcw,"829329173680304128",https://twitter.com/glossier/status/829329173680304128
,2017-02-07 14:48,0,2,"Hey Emily! We're working hard on making it possible–stay tuned for more updates :)",,,,"829099538493341696",https://twitter.com/glossier/status/829099538493341696
,2017-02-07 10:39,82,324,"Friendly reminder: think before you tweeze",,,,"829036939357585409",https://twitter.com/glossier/status/829036939357585409
,2017-02-07 09:33,0,0,"We offer free returns/exchanges; so try online or IRL–whatever works best for you ;)",,,,"829020171352363009",https://twitter.com/glossier/status/829020171352363009
,2017-02-07 09:31,0,0,"Hey there! Promo codes are exclusive to online orders only.",,,,"829019788659871748",https://twitter.com/glossier/status/829019788659871748
,2017-02-07 09:30,0,1,"Hey Stacy! Thank you so much for all the support and spreading the word.",,,,"829019394202333184",https://twitter.com/glossier/status/829019394202333184
,2017-02-07 09:28,0,1,"We're working on making it possible! Stay tuned :)",,,,"829019086483050498",https://twitter.com/glossier/status/829019086483050498
,2017-02-07 09:28,0,0,";)",,,,"829018940395384832",https://twitter.com/glossier/status/829018940395384832
,2017-02-07 06:30,4,55,"#boybrow . http:// gls.sr/shop__boy__brow pic.twitter.com/NF4yQpox0K",,,#boybrow,"828974262866284544",https://twitter.com/glossier/status/828974262866284544
,2017-02-06 15:35,2,80,"#BoyBrow in Clear; Blond; Brown; and Black http:// gls.sr/shop__boy__brow pic.twitter.com/rBsEA6ppY4",,,#BoyBrow,"828748905361862657",https://twitter.com/glossier/status/828748905361862657
,2017-02-06 15:14,0,0,"Hey!",,,,"828743685097529345",https://twitter.com/glossier/status/828743685097529345
,2017-02-06 14:28,0,1,"Hey! If you'd like to return or exchange the mask; please reach out to gTEAM or DM us.",,,,"828732184332754944",https://twitter.com/glossier/status/828732184332754944
,2017-02-06 14:20,0,8,"This is a first for us! DM us your order number and we'll send two new balms for you (not your cute pet pig!) ;)",,,,"828730110509465603",https://twitter.com/glossier/status/828730110509465603
,2017-02-06 14:11,0,2,"Hey Cynthia! Good luck on your exams <3",,,,"828727908822822913",https://twitter.com/glossier/status/828727908822822913
,2017-02-06 07:51,0,1,"Boy Brow in Blond will be perfect for you ;)",,,,"828632138811637760",https://twitter.com/glossier/status/828632138811637760
,2017-02-06 07:50,0,0,"Hey! The showroom carries the same line-up available on http:// Glossier.com .",,,,"828631957063995392",https://twitter.com/glossier/status/828631957063995392
,2017-02-06 07:47,0,1,"Perfect way to repurpose the packaging ;)",,,,"828631332985139200",https://twitter.com/glossier/status/828631332985139200
